ID,q,nu,chi1z,chi2z,chieff,ecc,ecc_gi,m_ano_gi,E0,J0,Emrg_til,Jmrg_til,Heff_til,b_massless,b_massless_Heff,b_massless_EOB,a_f,A_220,A_320,A_440,v_kick,A_peak22,omega_peak22,Mf,af,A_peak22dotdot,A_nr_error,v_kick_qc,A_peak22_qc,omega_peak22_qc,Mf_qc,af_qc,catalog,c2A_22_from_22_220_median,c2A_22_from_22_220_median_err,c3A_22_from_22_220_median,c3A_22_from_22_220_median_err,c2p_22_from_22_220_median,c2p_22_from_22_220_median_err,c3p_22_from_22_220_median,c3p_22_from_22_220_median_err,c4p_22_from_22_220_median,c4p_22_from_22_220_median_err
1317,1.0,0.25,0.0,0.0,0.0,0.6975,,,0.991638164963081,0.739386890410985,0.9872544962596358,2.8100738204048974,0.9493428807697344,2.846352010602424,2.960019901478029,2.9222929567521883,0.682866725,0.0,0.0,0.0,0.0,0.352912784557951,0.3524832750930268,0.9751293337,0.682866725,-0.0018185211092754,0.001,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,RIT,0.18998179227375878,0.19101755319195254,-0.3200607175149517,0.6928712824549896,0.1337285142756708,0.009414398690359514,1.2462415290877218,0.31601314060041696,2.0148954050683416,0.1024364363739733
1111,1.0,0.25,0.0,0.0,0.0,0.16,,,0.988856636753217,0.919084235184412,0.9691313661823732,2.7984656005267627,0.8784312098370262,2.887601927023113,3.185753840697392,3.087413971955806,0.6835831831,0.0,0.0,0.0,0.0,0.3906931931847686,0.3585906006394168,0.9510947706,0.6835831831,-0.0010082901397288,0.001,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,RIT,0.18267114213329516,0.002196111217160684,-3.4892773497776908,0.19670771364264572,0.15858489779579515,0.001983070646514197,3.8030804918340433,0.15308365388682849,2.0490217537313478,0.44739079012657285
1287,1.0,0.25,0.0,0.0,0.0,0.3916,0.2762259500282649,0.7361964942573564,0.993236294310414,1.04858504458285,0.9702037975776228,2.833861842497845,0.8825908176680821,2.920893372684534,3.210844465825365,3.1151734941748632,0.6887711505,0.0,0.0,0.0,0.0,0.401136459416507,0.3569929053723513,0.950487752,0.6887711505,-0.0008812561728928,0.001,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,RIT,0.19379787732441323,0.0021182580549988787,-1.8850731816343085,0.037561459442238654,0.15806766672406256,0.0024827927905138655,4.873054185717258,0.18604774400339008,4.042188646653679,0.2907217939176834
1229,0.4999999999999993,0.222222222222222,0.0,0.0,0.0,0.24,,,0.989265068589685,0.777490968445459,0.974053598225704,2.8918535368349256,0.8847559274869923,2.9688854310508246,3.268532537610427,3.1837258791772274,0.6230160517,0.0,0.0,0.0,138.67,0.3474342958112006,0.3498696898930902,0.9593702651,0.6230160517,-0.0004622165883773,0.001,1.0,0.3445819394768172,0.3473434123990122,0.9612091161354084,0.6233940746778821,RIT,0.19277750948971037,0.08096587357620362,-2.4193500533362666,0.17596416857321992,0.15442881835217,0.007087561114711081,4.213667770743195,0.6578246335846528,6.821147657078626,0.45475473102539843
1115,1.0,0.25,0.0,0.0,0.0,0.195,,,0.988444828302053,0.89973292614587,0.9711705258095994,2.852655254658637,0.8863443804025875,2.937337139922539,3.2184502070887278,3.125663979910373,0.6917646349,0.0,0.0,0.0,0.0,0.4010821605548004,0.3598349215400278,0.9518453397,0.6917646349,-0.0010763923362214,0.001,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,RIT,0.178660388283717,0.04516332368379449,-3.4417820464424898,0.34732414942660494,0.15127635308523,0.0009907396778158011,2.7648092188754245,0.14954866422889843,0.8415565357637743,0.2006694050205816
1226,0.4999999999999993,0.222222222222222,0.0,0.0,0.0,0.21,,,0.989579661423811,0.792687668922758,0.9758319607517574,2.883226289567741,0.8925580351553934,2.9546340000450213,3.23029559536235,3.1522256846302072,0.6242175735,0.0,0.0,0.0,140.52,0.3428149234542385,0.352741477762165,0.9625038236,0.6242175735,-0.0011713585708089,0.001,1.0,0.3445819394768172,0.3473434123990122,0.9612091161354084,0.6233940746778821,RIT,0.190621768326747,0.00288746473709214,-1.4420639719649229,0.05479300851833685,0.15706534813822715,0.004712317550487559,3.4455667149983435,0.3010851815438613,3.54230149954485,0.17361454308495727
1243,0.7500000000000013,0.2448979591836735,0.0,0.0,0.0,0.004,,,0.990882347364176,0.980464298323881,0.9707698445325548,2.820360487884624,0.8823879359014275,2.9052823424306973,3.1962817862003154,3.1028539726719164,0.6750072764,0.0,0.0,0.0,72.59,0.3840633513581619,0.3604681657317314,0.9535172513,0.6750072764,-0.0010191876031015,0.001,1.0,0.385416566825435,0.3574701254265389,0.9534713184168964,0.6750187370840793,RIT,0.17904515779183194,0.028051831642475072,-2.8789316536268426,0.19888323783418066,0.1616814228504826,0.002341910428429928,3.88028378703958,0.16899001763270105,2.194033921250823,0.5226535131084756
1274,0.7500000000000013,0.2448979591836735,0.0,0.0,0.0,0.35,,,0.986893051564203,0.79206129850498,0.9785122215720304,2.9679819498275,0.9132009258552366,3.033157771968636,3.250086444062578,3.180249306680813,0.6947608839,0.0,0.0,0.0,64.41,0.4014684603993176,0.3592784785524614,0.9592314814,0.6947608839,-0.0015584704919874,0.001,1.0,0.385416566825435,0.3574701254265389,0.9534713184168964,0.6750187370840793,RIT,0.18321913065522605,0.0021914952909619853,-1.4503482070204288,0.04171382986979139,0.14826816076651317,0.0018486860264330318,2.4448292352928,0.10141437270999508,1.0541299090062286,0.26713996411435353
1364,0.7999999999999985,0.2469135802469135,0.0,0.0,0.0,0.75,,,0.991472446943708,0.6644828014618,0.9890108080855536,2.598567905282056,0.9557383164828306,2.627441362660284,2.7189115058658824,2.689032865529525,0.6284487627,0.0,0.0,0.0,60.63,0.3037467034405507,0.3293687745294702,0.9811185558,0.6284487627,-0.0016400606747138,0.0023723764877755,1.0,0.3891256046145102,0.3583933726890412,0.9527324493167656,0.6795146807490542,RIT,0.2042998446937113,0.15571575731655346,-1.5248590111874285,1.2283429660468759,0.18011482114585642,0.014760045432518461,3.128304724889288,0.6539505845003156,2.7850302488697967,0.6186893625958994
1321,1.0,0.25,0.0,0.0,0.0,0.8775,,,0.990696018725712,0.47051893026155,0.9902846719942672,1.8591522497399464,0.9613274631735862,1.8773917261547897,1.9339427208314768,1.9151538329542996,0.4603042571,0.0,0.0,0.0,0.0,0.2156016014988553,0.2096597066981358,0.9873396825,0.4603042571,-0.0015180979265601,0.0023216675592264,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,RIT,0.456140132816231,0.01789880415155968,-4.233469956227716,0.1530398887721057,0.15867093955650696,0.003813143259031374,1.3925872458925939,0.18478399011044144,0.2915074026216464,0.1434078834583129
